,date,pizza,burger,sushi,pasta,salad,steak,tacos,sandwich,noodles,omelette,burrito,risotto,dumplings,ravioli,lasagna,paella,curry,falafel,quiche,wrap,gyros,shawarma,bruschetta,calzone,fajitas,enchiladas,gnocchi,meatballs,wings,pancakes,waffles,crepes,donuts,tiramisu,cheesecake,brownie,bread,apple,banana,orange,grape,strawberry,blueberry,pineapple,kiwi,mango,pear,bread.1,milk,eggs,butter,cheese,yogurt,chicken,beef,pork,fish,rice,pasta.1,vegetables,fruits,cereal,sugar,salt,pepper,olive oil,vinegar,total,hour,is_holiday,Unnamed: 0
85,2024-11-03 04:00:00,31,10,8,8,32,33,23,18,57,6,16,7,31,11,28,11,71,4,6,46,34,47,12,8,5,11,16,30,43,8,4,3,40,11,42,15,13,75,12,23,23,74,25,45,11,28,7,49,70,24,35,47,4,42,12,8,82,63,31,9,32,8,83,60,58,24,35,1898,4,1,
86,2024-11-03 05:00:00,25,9,7,7,30,29,17,16,47,6,14,9,28,11,29,10,66,4,6,42,30,45,10,7,5,9,18,26,33,8,3,2,30,12,34,13,11,72,11,20,19,61,23,36,10,29,6,43,66,22,31,41,4,36,10,7,83,57,29,8,32,6,74,50,55,21,36,1706,5,1,
87,2024-11-03 06:00:00,24,7,6,9,26,24,13,15,45,6,12,11,26,12,25,13,60,4,8,34,31,41,13,4,4,6,25,24,24,15,3,4,24,14,29,13,10,65,10,20,17,52,20,30,10,31,5,38,62,20,28,34,3,33,9,6,76,51,34,7,30,5,63,44,49,19,32,1567,6,1,
88,2024-11-03 07:00:00,22,7,6,10,24,22,9,14,41,8,10,21,24,15,27,17,62,5,10,34,31,38,15,6,5,7,38,20,20,24,3,6,22,19,30,16,9,61,10,22,15,46,19,26,14,37,5,36,57,18,26,32,4,31,9,6,69,46,39,7,29,4,53,38,44,17,25,1542,7,1,
89,2024-11-03 08:00:00,22,8,7,12,21,23,7,13,42,9,8,30,28,18,28,22,64,4,14,32,36,38,17,5,6,7,52,16,19,28,3,7,21,24,33,18,9,67,10,24,13,43,18,24,14,40,4,36,55,19,26,30,3,30,9,6,61,42,45,6,29,4,52,33,42,17,27,1580,8,1,
90,2024-11-03 09:00:00,23,9,8,13,20,23,7,15,40,10,9,34,24,20,30,26,64,5,17,32,41,42,17,8,6,6,62,17,18,24,3,7,25,29,32,22,10,68,11,24,13,41,22,23,14,42,5,38,53,20,27,30,3,28,10,6,61,38,50,6,29,4,48,33,41,18,26,1630,9,1,
91,2024-11-03 10:00:00,25,10,10,15,21,25,8,14,39,11,9,47,26,23,33,34,67,6,21,33,47,45,19,9,9,6,76,18,18,17,3,7,33,27,31,23,11,71,12,24,14,40,18,23,13,42,5,41,52,20,25,33,3,29,10,6,60,39,58,7,28,4,51,35,40,17,28,1724,10,1,
92,2024-11-03 11:00:00,26,11,11,16,20,27,10,17,42,12,9,50,27,26,35,35,66,7,20,33,48,48,20,9,9,8,81,22,18,16,4,6,41,24,32,23,12,68,12,21,15,44,21,24,12,44,5,45,51,20,27,35,3,32,11,7,57,39,62,7,27,5,52,35,40,18,29,1789,11,1,
93,2024-11-03 12:00:00,28,12,10,15,23,28,11,20,49,12,13,33,32,28,45,39,68,7,17,39,47,54,19,12,10,10,58,30,21,23,7,7,61,30,34,26,14,74,13,23,16,43,25,27,13,40,5,55,55,25,31,45,4,34,13,8,62,44,57,8,30,6,58,40,49,21,34,1950,12,1,
94,2024-11-03 13:00:00,27,11,10,13,28,32,12,21,54,12,16,23,37,24,52,33,66,7,16,43,42,60,19,11,11,12,47,41,24,26,8,8,81,24,36,27,16,79,15,26,17,47,28,27,14,41,6,61,58,31,34,48,4,43,14,9,63,48,50,8,29,6,65,42,56,22,37,2058,13,1,
95,2024-11-03 14:00:00,30,11,10,13,30,33,16,23,53,12,19,20,40,23,59,26,64,7,16,44,44,60,22,12,12,14,45,45,28,27,9,10,84,24,40,28,17,78,14,25,18,51,29,32,13,37,6,66,58,35,35,56,5,47,16,10,64,49,50,8,28,7,67,47,55,23,41,2140,14,1,
96,2024-11-03 15:00:00,38,13,11,14,32,36,19,25,57,12,24,24,45,28,62,24,70,7,19,46,50,64,24,11,13,19,57,49,32,27,9,10,83,21,42,29,19,80,15,27,18,49,28,33,12,41,7,72,62,37,40,64,5,55,17,11,66,49,56,8,28,7,71,49,59,25,44,2300,15,1,
97,2024-11-03 16:00:00,52,14,15,16,37,43,25,28,61,14,27,30,56,29,65,26,79,8,22,51,54,70,29,17,16,24,62,61,41,22,9,11,76,23,48,28,20,79,15,28,20,55,32,32,12,43,7,76,65,37,41,69,5,60,19,11,69,53,62,8,27,7,69,51,65,24,48,2498,16,1,
98,2024-11-03 17:00:00,58,17,16,17,41,47,30,32,67,14,26,37,60,33,70,27,84,9,27,53,59,73,29,18,19,25,68,60,49,18,8,9,66,21,50,30,20,83,14,31,21,58,29,34,12,43,6,78,62,35,41,72,5,65,19,12,72,58,66,9,26,7,73,50,74,28,48,2618,17,1,
99,2024-11-03 18:00:00,57,16,15,16,43,53,30,31,68,14,28,31,58,34,71,27,74,8,21,53,48,74,29,19,19,26,61,62,51,13,7,8,58,19,57,31,21,85,14,30,22,58,29,35,12,46,6,79,61,34,43,71,5,65,19,12,72,59,62,8,25,7,75,53,74,25,47,2584,18,1,
100,2024-11-03 19:00:00,52,16,15,16,45,53,30,33,72,10,25,24,57,32,79,26,73,8,16,58,45,76,27,22,20,28,57,70,57,11,6,7,60,19,65,32,20,92,15,32,24,65,33,38,14,49,7,77,68,33,46,76,5,72,21,12,75,62,60,9,26,8,81,55,82,27,54,2680,19,1,
101,2024-11-03 20:00:00,50,15,14,16,47,57,30,32,76,8,26,20,61,32,84,25,67,7,14,59,39,76,27,21,20,29,52,72,59,10,7,6,54,21,67,33,21,99,15,31,25,71,30,41,13,51,8,80,64,32,50,81,6,74,20,13,76,64,62,9,26,9,80,59,85,31,53,2712,20,1,
102,2024-11-03 21:00:00,64,15,16,15,50,68,34,31,85,7,28,18,68,32,93,22,72,8,13,64,40,77,25,24,21,33,51,89,67,11,7,6,58,17,72,32,23,97,16,33,28,76,31,42,14,51,8,89,67,33,52,85,6,87,23,16,85,73,58,9,25,10,86,62,90,31,57,2896,21,1,
103,2024-11-03 22:00:00,74,16,18,16,58,84,36,35,100,7,31,19,79,38,100,21,77,8,12,66,39,90,26,28,24,39,56,98,80,10,7,6,65,16,79,31,25,94,17,31,26,80,33,46,13,47,8,96,75,38,61,98,6,100,26,19,88,86,64,10,27,10,93,64,100,35,59,3164,22,1,
104,2024-11-03 23:00:00,72,16,19,18,58,91,38,35,96,7,33,16,78,35,93,19,77,7,11,66,40,91,26,29,22,38,53,100,74,11,7,5,63,15,79,29,26,95,17,30,29,83,36,45,13,38,9,100,79,39,59,100,7,94,25,19,96,94,69,11,27,11,99,66,97,37,58,3175,23,1,
105,2024-11-04 00:00:00,60,13,17,14,52,76,37,31,87,6,30,13,66,26,75,16,72,6,9,62,33,83,20,23,18,33,40,76,69,10,7,5,59,14,74,28,22,90,16,26,26,84,33,46,12,30,8,84,77,38,57,87,7,83,22,15,90,82,55,11,28,11,98,64,89,34,56,2841,0,0,
106,2024-11-04 01:00:00,45,12,13,12,48,60,32,28,71,6,27,10,52,21,59,15,67,6,7,59,27,62,17,15,14,24,33,58,56,9,6,4,53,12,63,23,20,86,15,26,26,78,32,48,12,28,8,75,74,34,48,73,6,63,17,12,86,74,46,10,27,11,94,61,80,30,50,2476,1,0,
107,2024-11-04 02:00:00,34,10,10,10,40,46,27,24,62,5,22,9,40,17,46,13,63,4,7,59,25,56,13,12,9,20,22,45,48,7,5,3,45,12,52,21,17,91,14,23,24,73,28,41,11,27,8,66,75,32,45,61,5,53,15,9,81,66,39,10,26,11,94,59,74,27,48,2196,2,0,
108,2024-11-04 03:00:00,26,9,8,9,35,37,21,20,49,5,18,6,33,12,34,11,57,3,6,51,22,49,10,8,7,16,19,35,40,6,4,2,39,11,45,17,15,82,12,24,22,69,26,41,10,25,7,59,73,29,42,56,5,45,13,8,80,66,34,9,27,10,85,56,66,26,48,1950,3,0,
109,2024-11-04 04:00:00,22,8,7,8,31,31,16,18,47,5,15,6,27,11,27,9,56,4,5,48,20,42,11,7,5,12,16,29,33,6,3,2,34,9,36,13,13,76,11,23,22,60,22,38,9,25,7,51,69,26,34,45,4,38,11,6,77,58,29,9,27,9,83,53,55,23,41,1733,4,0,
110,2024-11-04 05:00:00,16,6,5,7,26,22,12,14,37,5,12,8,23,10,21,9,45,3,5,39,17,32,9,5,4,7,17,22,23,6,2,2,23,10,29,11,11,66,9,21,18,51,19,31,11,27,5,41,61,21,26,37,3,31,9,5,64,48,26,8,26,6,69,42,45,19,31,1431,5,0,
111,2024-11-04 06:00:00,15,5,5,7,23,18,8,13,31,5,9,9,19,10,17,8,43,3,6,35,16,31,9,5,5,6,20,17,18,6,2,2,18,10,24,10,8,62,8,22,15,43,16,26,11,29,5,31,54,17,23,28,3,28,7,4,60,45,27,8,25,5,58,36,41,16,25,1274,6,0,
112,2024-11-04 07:00:00,15,6,5,8,21,16,6,12,29,6,8,12,18,11,17,12,45,3,7,31,20,28,9,5,4,6,26,16,15,6,1,2,15,11,20,11,7,59,7,26,12,37,14,21,12,35,4,27,50,15,20,25,3,24,7,4,53,40,29,7,23,4,52,31,36,16,24,1207,7,0,
113,2024-11-04 08:00:00,15,6,5,8,18,14,5,12,27,6,7,14,16,12,14,12,46,4,9,29,20,31,10,5,5,4,30,14,14,6,1,2,14,13,20,11,7,62,8,29,11,37,14,20,12,36,4,25,45,13,19,23,2,22,6,3,47,35,31,6,22,3,46,30,34,13,20,1164,8,0,
114,2024-11-04 09:00:00,15,7,6,9,16,15,5,13,26,7,7,18,17,14,16,14,48,4,11,29,26,29,12,5,5,5,34,11,14,6,1,2,18,13,20,13,7,62,8,28,12,32,14,20,12,36,4,26,44,14,19,23,2,21,6,3,46,34,35,6,22,3,45,31,33,13,20,1192,9,0,
115,2024-11-04 10:00:00,18,8,7,11,17,17,6,13,28,8,8,34,16,17,22,16,49,5,20,30,30,36,13,7,5,5,46,13,14,6,1,3,22,39,35,14,7,61,9,27,12,34,14,19,12,39,4,28,46,14,19,24,3,21,6,3,45,32,44,6,22,4,45,30,33,13,22,1337,10,0,
116,2024-11-04 11:00:00,18,8,8,12,18,18,7,16,29,9,8,25,17,18,19,18,51,6,13,35,28,40,13,7,6,5,45,15,15,6,2,3,28,16,21,14,8,63,9,25,13,34,15,20,12,37,4,31,46,16,20,27,3,23,7,4,47,33,45,7,23,4,46,31,35,15,20,1340,11,0,
117,2024-11-04 12:00:00,17,8,7,11,20,18,7,17,29,7,9,19,17,17,23,18,52,5,10,35,28,43,12,8,7,5,39,19,17,8,3,3,34,16,20,15,9,64,10,26,13,35,16,23,12,35,5,36,47,19,22,31,3,25,7,4,50,36,44,7,23,5,50,34,39,16,24,1393,12,0,
118,2024-11-04 13:00:00,18,7,6,10,20,20,8,17,29,7,12,16,20,15,27,18,51,4,11,39,26,43,13,7,8,7,34,21,19,8,3,3,43,16,24,17,11,67,11,28,15,40,18,23,12,34,7,40,50,20,26,33,4,27,8,4,52,37,40,7,25,6,55,36,43,16,28,1470,13,0,
119,2024-11-04 14:00:00,20,8,7,11,22,22,10,18,33,7,16,16,23,15,31,17,53,5,12,40,26,46,14,7,8,10,35,26,21,10,4,4,45,15,25,19,11,71,11,28,16,43,21,25,12,33,8,41,51,24,28,38,4,30,9,5,56,39,44,7,24,7,62,41,45,17,26,1578,14,0,
120,2024-11-04 15:00:00,25,9,8,13,27,26,14,21,37,8,18,21,28,19,36,18,63,6,15,45,35,50,16,8,11,14,47,33,25,9,4,5,45,17,28,19,13,74,11,29,17,46,20,29,13,36,9,50,53,25,31,44,4,38,11,6,61,42,49,8,24,7,67,46,51,18,32,1787,15,0,
121,2024-11-04 16:00:00,32,10,10,15,33,34,18,25,45,10,22,29,35,22,42,20,73,8,22,50,42,56,21,10,14,18,60,42,30,9,4,5,46,17,33,21,15,80,11,33,18,48,25,28,13,36,9,56,56,25,32,52,5,46,12,7,64,48,59,8,24,7,70,48,58,20,33,2029,16,0,
122,2024-11-04 17:00:00,39,12,11,17,43,36,22,29,54,12,26,39,42,27,51,24,81,8,30,52,50,64,26,15,19,19,69,49,34,9,5,6,48,19,37,24,16,78,12,34,20,53,22,30,13,39,10,61,58,26,35,58,5,53,14,8,67,53,66,8,23,7,72,54,70,22,38,2273,17,0,
123,2024-11-04 18:00:00,37,13,12,16,38,39,24,27,52,12,25,35,39,29,53,26,80,7,23,53,43,64,24,15,18,21,60,52,33,9,5,5,46,18,40,25,16,84,12,31,20,53,24,32,13,40,10,59,57,27,36,56,5,55,14,8,69,53,63,8,23,8,73,53,69,22,37,2248,18,0,
124,2024-11-04 19:00:00,38,12,11,15,37,40,23,30,54,9,22,24,39,25,49,23,72,7,16,56,37,60,21,12,18,22,54,51,36,8,5,5,45,20,44,25,15,85,13,34,24,58,25,33,13,43,10,58,56,25,36,56,5,53,15,9,68,54,59,8,21,8,71,56,69,23,39,2207,19,0,
125,2024-11-04 20:00:00,37,12,11,15,38,42,24,28,56,7,23,18,43,25,56,22,71,6,12,58,34,57,20,16,18,24,46,58,38,8,5,5,48,18,47,26,17,85,13,34,25,64,25,35,14,47,10,64,56,28,39,64,5,60,16,10,74,58,59,8,22,10,77,57,75,27,39,2289,20,0,
126,2024-11-04 21:00:00,42,12,12,16,43,52,26,28,64,6,27,17,51,31,68,20,72,7,12,59,32,63,20,14,21,31,47,72,46,9,6,5,51,16,49,22,18,90,13,31,23,65,27,38,14,47,9,67,63,29,43,70,5,72,20,13,74,65,62,9,23,10,81,61,78,24,44,2457,21,0,
127,2024-11-04 22:00:00,50,13,13,17,54,68,30,29,79,6,29,16,58,32,80,18,86,7,12,61,33,74,19,19,24,34,48,93,55,9,6,5,52,14,53,26,19,90,14,31,25,69,29,42,13,43,9,73,63,33,47,80,6,87,22,16,80,79,68,10,23,11,83,63,86,29,50,2715,22,0,
128,2024-11-04 23:00:00,57,13,14,16,57,70,32,31,84,6,29,14,62,30,83,16,87,6,11,61,32,75,21,17,23,35,47,91,61,9,6,4,53,13,56,24,20,85,15,29,28,75,28,42,12,34,8,77,68,36,51,83,6,92,23,17,82,84,64,10,24,11,91,61,90,31,49,2772,23,0,
129,2024-11-05 00:00:00,47,12,13,15,53,65,30,30,77,6,29,12,54,26,71,14,84,6,9,57,29,66,18,14,20,35,39,76,57,9,6,4,55,14,53,25,20,82,15,27,25,73,28,44,12,30,7,78,68,35,52,81,6,78,20,14,81,77,57,10,25,12,88,60,78,31,52,2596,0,0,
130,2024-11-05 01:00:00,38,10,11,12,47,53,28,28,67,6,27,9,47,22,52,13,85,5,8,59,23,63,15,11,14,27,29,58,51,8,5,3,48,11,51,23,19,78,14,25,25,73,28,44,12,26,7,72,67,33,47,71,6,64,17,11,78,75,48,9,24,11,92,59,75,28,45,2350,1,0,
131,2024-11-05 02:00:00,32,9,9,10,39,44,24,24,56,6,22,7,38,17,44,11,86,4,7,52,17,49,12,10,10,22,22,46,42,7,4,2,44,10,46,20,17,84,13,25,24,74,29,42,11,26,7,64,69,30,42,60,5,51,15,9,80,68,38,9,24,11,87,55,69,29,45,2116,2,0,
132,2024-11-05 03:00:00,24,8,8,9,36,34,19,21,45,6,19,7,32,12,34,9,69,3,6,54,17,46,13,7,8,16,16,33,39,6,3,2,39,10,40,16,14,78,11,23,23,69,24,38,11,26,6,53,68,27,39,52,5,42,12,7,74,62,33,9,25,10,81,56,61,23,41,1869,3,0,
133,2024-11-05 04:00:00,21,7,6,7,30,28,16,18,45,5,15,6,27,10,26,8,59,3,5,45,15,39,8,5,5,11,13,27,30,6,3,2,34,10,36,14,12,72,11,22,20,59,22,37,11,26,6,44,66,25,33,45,4,37,10,6,67,58,28,8,25,8,77,51,53,22,38,1648,4,0,
134,2024-11-05 05:00:00,18,6,5,7,26,21,11,15,37,5,12,7,22,9,20,8,55,3,6,38,15,35,9,6,4,8,17,20,22,5,2,2,25,10,29,11,9,62,9,20,16,54,18,31,10,28,5,36,62,20,27,36,4,29,8,5,61,46,26,7,24,6,68,41,44,19,31,1413,5,0,
135,2024-11-05 06:00:00,16,6,5,7,21,18,7,13,32,6,9,10,19,8,17,10,47,3,6,34,15,28,9,4,4,6,19,15,18,6,2,2,19,11,23,11,8,61,8,23,14,47,15,27,11,31,5,30,50,16,23,28,3,25,7,4,57,43,27,7,23,5,59,35,37,15,27,1257,6,0,
136,2024-11-05 07:00:00,15,6,5,8,18,16,5,25,29,5,8,12,17,11,15,10,44,3,8,32,21,29,9,5,4,4,24,15,15,6,2,2,16,12,21,11,7,59,7,27,13,38,14,23,12,35,4,27,49,15,21,25,3,24,6,4,52,39,30,6,22,4,51,33,36,14,23,1211,7,0,
137,2024-11-05 08:00:00,16,6,5,8,18,16,5,12,27,6,8,16,17,11,16,13,46,4,9,29,22,32,11,5,4,5,30,12,14,6,1,2,16,14,20,11,7,60,8,28,12,38,13,21,13,40,4,26,47,13,19,23,3,22,6,4,49,36,32,6,22,3,46,31,36,14,23,1198,8,0,
138,2024-11-05 09:00:00,18,7,7,9,15,16,8,17,28,6,8,18,16,13,15,15,47,5,11,31,31,37,12,6,5,4,37,12,15,6,2,2,22,15,20,13,7,58,8,30,12,35,14,20,13,37,4,28,46,14,19,23,3,22,6,3,44,36,36,6,22,4,44,31,35,13,21,1243,9,0,
139,2024-11-05 10:00:00,18,8,8,11,16,17,7,14,29,7,8,22,15,15,16,17,49,5,12,33,31,40,13,8,6,4,42,12,13,5,2,3,27,15,20,14,7,59,9,28,12,34,14,19,12,38,4,27,45,14,19,24,3,22,6,3,46,34,41,6,22,4,45,29,34,13,21,1276,10,0,
140,2024-11-05 11:00:00,20,9,8,12,18,18,9,16,29,8,10,25,17,18,19,19,52,6,12,34,31,47,15,8,6,5,44,15,15,6,2,2,31,16,20,15,8,59,9,25,12,36,14,20,13,36,4,31,46,15,20,27,3,23,7,4,49,35,46,6,22,4,45,30,35,14,23,1358,11,0,
141,2024-11-05 12:00:00,18,7,7,12,20,18,8,17,29,8,10,20,18,17,22,19,51,6,11,36,28,44,14,8,8,5,38,17,16,8,3,3,42,16,22,16,9,63,10,26,13,36,17,22,13,36,5,36,45,18,23,31,3,26,7,4,48,36,46,7,24,5,49,34,38,15,26,1413,12,0,
142,2024-11-05 13:00:00,18,8,6,10,19,19,9,17,30,7,12,15,19,14,26,16,49,5,10,38,24,43,13,8,8,7,33,20,17,8,3,3,49,17,23,17,10,62,10,25,14,39,19,24,13,34,5,37,47,20,24,32,3,27,7,4,50,36,40,7,25,6,55,36,42,14,26,1433,13,0,
143,2024-11-05 14:00:00,20,8,6,11,22,20,11,18,29,7,15,15,22,15,29,16,53,5,11,41,28,45,14,8,8,10,34,25,22,9,4,4,55,16,26,19,11,70,11,29,15,44,18,25,13,34,7,42,51,23,25,37,4,29,8,5,55,40,41,7,24,6,60,42,44,17,27,1565,14,0,
144,2024-11-05 15:00:00,24,9,8,12,24,25,14,21,36,8,16,19,26,18,35,18,57,6,14,44,35,48,16,8,11,12,43,29,23,9,4,4,54,17,28,20,12,69,11,28,16,44,20,25,13,34,7,46,50,24,28,40,4,36,9,5,57,41,47,7,24,7,65,45,50,17,27,1703,15,0,
145,2024-11-05 16:00:00,34,11,11,14,30,30,20,25,43,9,22,27,35,21,40,19,66,7,22,48,42,60,21,12,14,16,58,39,30,9,4,5,53,18,32,22,14,72,11,29,17,48,21,27,12,35,8,53,52,24,30,50,4,41,11,6,62,48,56,7,23,7,64,47,53,19,31,1951,16,0,
146,2024-11-05 17:00:00,41,12,11,16,36,35,23,28,52,11,23,34,38,23,46,22,74,8,26,51,43,60,25,12,18,19,60,42,33,9,4,5,50,19,37,24,15,74,12,31,19,53,21,28,12,37,8,57,53,26,34,55,5,48,13,7,65,51,62,7,22,7,65,48,60,21,31,2117,17,0,
147,2024-11-05 18:00:00,38,12,11,15,36,36,25,26,50,10,23,31,38,26,44,23,72,7,21,52,44,61,24,14,18,20,57,44,35,8,4,4,48,18,38,25,15,77,11,30,23,52,25,29,12,38,9,56,52,23,33,57,5,48,13,7,65,53,58,7,21,7,64,47,60,20,34,2109,18,0,
148,2024-11-05 19:00:00,37,12,11,14,33,36,25,26,50,8,23,22,34,23,42,21,62,7,18,55,37,58,21,14,17,21,42,41,34,7,4,4,48,20,41,25,15,77,11,32,21,54,23,29,13,41,8,56,52,24,34,54,5,49,13,8,63,51,54,7,21,7,67,47,61,20,32,2042,19,0,
149,2024-11-05 20:00:00,36,10,11,12,32,37,24,25,49,6,21,15,36,22,47,17,54,6,12,52,29,53,17,15,16,22,39,49,36,7,4,4,47,25,42,25,15,77,12,31,22,58,23,31,13,43,8,56,51,23,35,55,5,49,13,8,60,51,48,7,21,8,66,50,60,20,33,2006,20,0,
150,2024-11-05 21:00:00,42,11,11,13,36,46,27,25,56,6,22,13,43,23,61,18,55,6,11,55,26,59,19,16,18,25,37,66,45,8,4,4,50,24,46,23,17,78,13,31,21,58,24,35,12,44,8,64,56,26,39,60,5,61,16,10,64,60,50,7,21,8,70,53,65,21,37,2184,21,0,
151,2024-11-05 22:00:00,56,12,13,14,44,59,33,27,67,6,28,14,51,28,67,15,61,6,11,55,31,66,18,16,22,32,39,80,53,7,5,3,50,16,48,25,17,85,13,29,22,67,23,36,12,41,7,66,57,29,41,70,5,74,19,14,70,65,54,8,21,9,76,54,75,26,42,2405,22,0,
152,2024-11-05 23:00:00,59,12,13,14,47,65,36,28,74,6,28,13,54,28,65,15,62,6,9,54,27,68,17,19,23,34,36,74,62,7,5,3,54,13,50,24,19,79,13,26,25,66,26,42,12,33,7,73,59,31,44,75,5,81,19,15,73,75,54,9,22,10,77,60,74,27,42,2477,23,0,
153,2024-11-06 00:00:00,48,10,12,12,42,54,32,25,65,5,27,9,44,21,58,12,54,5,7,51,22,61,14,17,17,29,29,60,56,7,5,3,46,11,47,23,18,71,13,26,21,61,25,35,12,24,6,68,56,29,39,64,5,66,16,12,69,69,46,8,22,9,71,52,65,24,40,2182,0,0,
154,2024-11-06 01:00:00,36,8,10,9,34,43,26,22,52,5,22,7,36,17,41,10,51,4,6,47,16,52,12,10,12,22,23,44,44,6,4,3,42,10,40,20,14,71,11,23,21,63,24,39,10,22,6,55,60,26,38,56,5,51,13,9,65,60,36,7,22,9,68,47,54,22,37,1890,1,0,
155,2024-11-06 02:00:00,27,7,7,7,31,33,22,20,40,4,19,5,28,13,33,9,45,4,5,44,12,46,10,9,8,17,16,32,35,5,3,2,36,10,38,17,13,63,10,21,19,56,20,32,9,21,6,50,56,23,33,49,4,40,11,7,66,54,29,7,21,9,66,43,50,19,34,1640,2,0,
156,2024-11-06 03:00:00,19,7,6,6,26,25,16,16,39,4,14,5,21,10,24,7,43,4,5,38,9,35,8,5,5,12,13,26,28,5,3,1,32,8,31,13,11,58,9,19,17,50,19,31,8,20,5,43,57,21,28,42,4,32,9,5,56,48,24,7,19,7,62,41,45,17,31,1414,3,0,
157,2024-11-06 04:00:00,16,6,5,5,21,20,12,13,31,4,10,4,19,7,19,7,39,3,4,33,9,31,7,5,4,10,12,19,24,4,2,1,23,7,24,11,9,52,8,19,14,45,15,27,8,21,4,34,51,17,24,33,3,27,8,4,53,43,21,6,20,6,57,38,37,14,26,1215,4,0,
158,2024-11-06 05:00:00,13,5,5,5,20,16,9,12,27,4,9,6,16,7,14,7,38,3,4,30,12,28,8,4,4,6,11,15,18,4,2,1,20,8,22,9,7,51,7,18,13,39,14,24,8,22,4,29,47,15,19,28,2,24,6,4,50,39,20,6,20,5,54,34,36,15,23,1105,5,0,
159,2024-11-06 06:00:00,13,5,4,6,18,14,6,10,26,5,7,8,14,8,13,7,39,4,5,28,14,26,8,4,3,5,16,12,16,5,2,1,16,9,18,9,7,48,7,20,11,35,13,21,9,26,4,26,43,12,18,23,2,22,5,3,47,35,22,6,19,4,46,29,30,12,21,1030,6,0,
160,2024-11-06 07:00:00,12,5,4,6,15,13,5,10,23,4,6,10,14,8,13,9,37,4,7,27,13,28,9,8,4,3,19,11,13,5,1,2,14,10,18,9,6,46,6,22,10,31,12,19,9,29,3,23,40,12,16,21,2,20,5,3,41,32,25,5,18,3,43,27,29,12,18,987,7,0,
161,2024-11-06 08:00:00,14,6,5,7,15,13,4,11,25,5,6,12,14,10,12,13,39,4,9,26,16,28,10,5,4,4,29,10,13,5,1,2,14,13,18,11,6,52,6,27,11,32,12,17,12,32,3,23,40,12,16,21,2,20,5,3,42,30,28,5,19,3,40,27,27,11,18,1035,8,0,
162,2024-11-06 09:00:00,14,7,5,8,14,14,5,11,24,5,6,16,12,13,14,13,41,5,10,30,21,32,12,5,4,3,32,10,14,5,1,2,17,14,18,13,6,53,7,26,10,30,11,19,12,33,3,23,40,12,17,21,2,20,5,3,39,30,31,5,19,3,40,26,28,12,18,1074,9,0,
163,2024-11-06 10:00:00,18,8,6,10,14,15,6,12,24,7,8,23,15,14,14,16,45,5,12,31,26,35,13,6,6,4,37,11,17,5,2,2,22,15,18,13,7,53,7,26,11,32,13,19,12,34,4,25,41,12,18,23,2,20,6,3,41,29,37,6,20,3,40,27,30,11,18,1165,10,0,
164,2024-11-06 11:00:00,18,8,7,11,15,15,7,14,25,8,8,22,13,16,17,16,46,5,12,30,28,38,13,8,6,4,42,12,20,5,2,2,26,16,18,14,7,55,8,23,12,30,13,18,11,35,4,29,40,13,18,24,2,22,5,3,41,30,43,6,20,3,41,26,29,11,19,1208,11,0,
165,2024-11-06 12:00:00,17,7,6,10,16,16,8,15,28,7,9,18,15,14,17,17,48,5,10,32,23,38,13,6,6,5,37,13,17,6,2,3,34,16,20,15,9,56,9,24,11,34,15,20,12,33,4,33,40,16,19,27,3,24,6,3,42,30,40,6,22,4,43,30,35,13,19,1251,12,0,
166,2024-11-06 13:00:00,17,7,6,10,17,17,8,15,26,6,11,14,16,13,20,15,47,5,10,33,23,40,12,7,7,6,32,17,18,7,3,3,41,16,25,17,10,60,10,25,13,34,16,23,11,33,6,36,43,18,21,31,3,25,7,4,47,33,37,6,22,5,49,33,35,13,23,1319,13,0,
167,2024-11-06 14:00:00,20,8,7,10,19,19,10,17,29,7,18,15,19,15,24,16,49,5,11,36,26,46,13,7,8,9,32,21,20,8,3,4,45,18,23,19,11,65,9,25,15,38,18,22,12,34,8,40,46,20,23,34,3,28,7,4,50,35,38,7,23,6,56,39,42,15,23,1452,14,0,
168,2024-11-06 15:00:00,25,9,8,11,23,22,12,19,30,7,17,18,23,14,28,17,57,5,14,41,31,48,14,10,10,11,39,26,24,9,3,4,45,18,27,20,12,66,10,30,16,39,19,25,12,34,8,44,46,21,27,39,3,32,9,5,56,39,43,8,23,6,58,42,46,15,27,1599,15,0,
0,2024-10-23 19:00:00,35,11,9,11,41,43,26,29,47,7,21,15,36,25,46,27,40,6,7,38,27,54,17,12,15,22,41,46,38,8,7,4,55,20,45,30,15,79,11,31,22,63,23,35,13,51,9,62,59,25,36,57,5,51,15,8,69,46,47,7,20,8,74,50,64,20,35,2071,19,0,0.0
1,2024-10-23 20:00:00,37,11,10,12,46,49,28,31,55,7,22,14,42,29,58,36,45,6,8,42,26,57,18,12,17,25,39,65,44,9,8,4,61,17,52,27,16,81,12,31,28,69,25,36,14,54,9,66,64,29,39,66,6,62,16,11,73,54,51,7,22,10,77,53,72,23,40,2285,20,0,1.0
2,2024-10-23 21:00:00,52,12,12,14,56,69,35,35,69,7,29,15,53,32,71,23,50,6,8,46,26,69,20,16,23,33,44,86,56,9,10,4,70,17,59,33,18,88,14,33,30,77,28,42,13,51,10,77,70,33,48,78,6,82,21,15,83,69,58,9,24,11,84,60,82,28,47,2658,21,0,2.0
